"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   
          0,           0,         300,      -6.229789121,      -6.501366869,       -6.88000383,      -5.690874812
          0,           0,         301,      -6.242903102,      -6.511482204,      -6.890815771,      -5.704181772
          0,           0,         302,      -6.256124604,       -6.52157136,      -6.901630109,      -5.717595188
          0,           0,         303,      -6.269515015,      -6.531606005,      -6.912596357,      -5.731174398
          0,           0,         304,      -6.283118635,      -6.541559617,      -6.923794837,      -5.744958904
          0,           0,         305,      -6.296957943,      -6.551410827,      -6.935263792,      -5.758971099
          0,           0,         306,      -6.311025812,      -6.561134205,      -6.947009803,      -5.773202728
          0,           0,         307,      -6.325378401,      -6.570730332,       -6.95906728,      -5.787726912
          0,           0,         308,      -6.342294858,      -6.580413087,      -6.976256943,      -5.805059791
          0,           0,         309,      -6.358243814,      -6.590531545,      -6.996695472,      -5.821136372
          0,           0,         310,      -6.373455341,      -6.600729011,      -7.017662083,       -5.83649178
          0,           0,         311,      -6.388170158,      -6.610948517,      -7.037453552,      -5.851371142
          0,           0,         312,      -6.402692734,      -6.621090787,      -7.055589343,      -5.866038988
          0,           0,         313,      -6.417283355,      -6.630964178,       -7.07229916,      -5.880750455
          0,           0,         314,      -6.432152173,      -6.640451278,      -7.087994364,      -5.895732679
          0,           0,         315,      -6.447475713,      -6.649563982,       -7.10301986,      -5.911177858
          0,           0,         316,      -6.463395131,      -6.658392031,      -7.117616855,      -5.927232456
          0,           0,         317,      -6.480010902,      -6.667034927,      -7.131982569,      -5.943996603
          0,           0,         318,      -6.497364573,      -6.675573974,      -7.146130299,      -5.961513234
          0,           0,         319,      -6.515419106,      -6.684088712,      -7.159852626,      -5.979741801
          0,           0,         320,      -6.534228469,      -6.692629432,      -7.173709916,      -5.998724912
          0,           0,         321,      -6.553651006,      -6.701183685,      -7.187767963,      -6.018350736
          0,           0,         322,      -6.573650384,      -6.709725206,      -7.202155348,      -6.038599813
          0,           0,         323,      -6.593776411,      -6.718217064,      -7.216821902,      -6.058954456
          0,           0,         324,      -6.613957368,      -6.726627954,        -7.2316967,      -6.079346334
          0,           0,         325,      -6.634180139,      -6.734927393,      -7.246738699,      -6.099756349
          0,           0,         326,      -6.654481925,      -6.743091074,      -7.261937697,      -6.120226806
