"Time_Iter","Outer_Iter","Inner_Iter",   "rms[Rho_0]"   ,   "rms[Rho_1]"   ,   "rms[Rho_2]"   ,   "rms[Rho_3]"   ,   "rms[Rho_4]"   ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,   "rms[RhoEve]"  
          0,           0,          90,      -3.502661796,      -5.532237077,      -4.698134625,      -4.135912975,       -3.98636177,    -0.09937289541,     0.09788891888,       3.994645719,       2.971775099
          0,           0,          91,      -3.496157164,      -5.519264631,      -4.696667291,       -4.13791356,      -3.982352084,    -0.08807041522,      0.1037154143,       4.000705531,       2.966042822
          0,           0,          92,      -3.489289527,      -5.507453466,      -4.688427623,      -4.141442112,      -3.978936262,    -0.07371119887,      0.1081757921,       4.007651764,       2.962299061
          0,           0,          93,      -3.484374785,      -5.502135931,      -4.674639925,       -4.14564801,      -3.976865495,    -0.05927318424,      0.1113826756,       4.013402358,       2.964837636
          0,           0,          94,      -3.481884257,      -5.503503235,      -4.662710076,      -4.149632835,      -3.975727326,    -0.05110719257,      0.1149444346,        4.01686959,        2.97330938
          0,           0,          95,      -3.480219803,      -5.507353662,      -4.661142707,      -4.152436851,      -3.973659516,      -0.046236146,      0.1183607237,       4.019152774,       2.982804053
          0,           0,          96,      -3.479105401,      -5.510427186,      -4.666518876,      -4.153062918,      -3.970631913,    -0.04278926601,      0.1211437806,       4.021074646,       2.991505328
          0,           0,          97,      -3.479085265,      -5.511635095,      -4.670820435,      -4.151076954,      -3.967800325,    -0.03960463101,      0.1238546814,        4.02202711,       2.999085157
          0,           0,          98,      -3.479457264,       -5.50971971,      -4.671101277,      -4.147290223,      -3.965548276,    -0.03712394702,      0.1275034054,       4.021806103,       3.003684931
          0,           0,          99,      -3.478250036,      -5.502469398,      -4.670900049,      -4.143482083,      -3.963326232,    -0.03511141053,      0.1319077766,       4.021548702,       3.002522119
          0,           0,         100,      -3.473798003,      -5.490871808,      -4.674114583,      -4.140285681,      -3.959593223,    -0.02927866857,      0.1360511334,       4.024018261,       2.996940874
          0,           0,         101,      -3.467696718,      -5.478391739,       -4.67542519,      -4.137588412,      -3.955294244,    -0.01647301958,      0.1393752725,       4.029434719,       2.991809599
          0,           0,         102,      -3.462743991,      -5.468152789,      -4.666340164,      -4.135527784,      -3.952628814,   -0.003007469458,      0.1426203686,       4.034889843,       2.989131584
          0,           0,         103,      -3.459466554,      -5.463059966,      -4.646223408,       -4.13513801,      -3.951887983,    0.007439606288,      0.1460693257,       4.039379558,        2.98995152
          0,           0,         104,      -3.457362701,      -5.464993759,      -4.627018874,      -4.135173978,      -3.951119273,      0.0167705924,      0.1497950329,       4.043187139,        2.99735363
          0,           0,         105,      -3.455909132,      -5.472362107,      -4.617692431,      -4.135255074,      -3.949115495,     0.02637743034,      0.1536129895,       4.046480415,       3.007853511
          0,           0,         106,      -3.456550711,      -5.481239043,      -4.619682543,      -4.132939732,       -3.94711904,     0.02946921344,      0.1568667042,       4.046748785,       3.016053785
          0,           0,         107,      -3.456572817,      -5.484320561,      -4.625591725,       -4.12842408,      -3.944301443,     0.02858833764,      0.1593071582,       4.046324908,       3.017474361
          0,           0,         108,      -3.454144672,      -5.479152837,      -4.629068679,      -4.122507557,      -3.940456132,     0.03306028335,      0.1608958562,       4.048360594,       3.014533047
          0,           0,         109,      -3.451416902,      -5.469292075,      -4.628756372,      -4.116878565,      -3.938096459,     0.04022126446,      0.1623748603,       4.051062011,       3.009893738
          0,           0,         110,      -3.448648806,      -5.458223177,      -4.624190997,      -4.112880295,      -3.937217005,     0.04593472239,      0.1646674035,       4.053515282,       3.004542449
          0,           0,         111,      -3.443791765,      -5.447792716,      -4.613561286,       -4.11087145,      -3.935196554,     0.05381780513,      0.1683824163,       4.058033954,       3.002572365
          0,           0,         112,      -3.438762972,      -5.442963692,      -4.601715472,      -4.110047401,      -3.932241622,     0.06331378556,        0.17209129,       4.063838039,       3.008232483
          0,           0,         113,      -3.436374356,      -5.445450746,      -4.593946781,      -4.108989361,      -3.929879214,     0.06918800086,       0.174965476,       4.068008777,       3.020193382
          0,           0,         114,      -3.436736314,      -5.452470764,      -4.587252514,      -4.106730593,      -3.928380034,     0.07269145531,       0.176695955,       4.070209073,       3.033808413
          0,           0,         115,      -3.439193839,      -5.462198738,      -4.581682993,      -4.102345583,      -3.927463601,     0.07601052087,      0.1770478134,       4.070858959,       3.046548526
          0,           0,         116,      -3.442675044,       -5.47063773,      -4.584941927,      -4.095515843,      -3.926811858,     0.08051165265,      0.1771593851,       4.070195873,       3.054929398
          0,           0,         117,      -3.445977677,      -5.471014687,      -4.600080244,      -4.088147722,       -3.92703022,     0.08402208694,      0.1776493897,       4.068310625,       3.054531124
          0,           0,         118,      -3.446569851,      -5.459248389,      -4.613616868,      -4.081847446,      -3.927304166,     0.08834720387,      0.1776429705,       4.067127305,       3.044824153
          0,           0,         119,       -3.44567759,      -5.442407712,      -4.606731681,      -4.079207254,      -3.929587662,     0.09165986156,      0.1763698494,       4.066238769,       3.030729756
          0,           0,         120,      -3.444925552,       -5.43194882,      -4.582956631,      -4.080311268,      -3.933613507,      0.0949587814,      0.1739447858,       4.065971745,       3.022554388
          0,           0,         121,      -3.447589261,      -5.434223969,       -4.55815894,      -4.084292711,      -3.940419919,     0.09018815249,      0.1711230597,       4.063050743,       3.024486617
          0,           0,         122,      -3.451778576,      -5.448521169,      -4.549925232,      -4.088953723,      -3.945926441,     0.08298529066,      0.1679793408,       4.058879537,       3.034485589
          0,           0,         123,      -3.454757548,      -5.463839146,      -4.563092241,      -4.092121079,      -3.946995416,     0.07858540025,      0.1665970654,       4.055894163,       3.043433083
          0,           0,         124,      -3.455019035,      -5.470607837,      -4.580214578,        -4.0920006,      -3.943429075,      0.0838318465,       0.166951814,       4.056220148,       3.048664754
          0,           0,         125,      -3.453792861,      -5.465469374,      -4.585162371,       -4.08871406,      -3.938790828,     0.09333833839,      0.1679861505,       4.058700066,        3.04936852
          0,           0,         126,      -3.452709299,      -5.457094903,      -4.578960724,      -4.085005301,      -3.935860899,     0.09710117653,      0.1712055734,       4.061331632,       3.047548763
          0,           0,         127,      -3.452078237,      -5.448084956,      -4.566640436,      -4.081692224,      -3.935537447,     0.09884586394,      0.1742817084,       4.062997458,       3.043007017
          0,           0,         128,      -3.451526792,      -5.445178726,      -4.555982709,      -4.079333021,       -3.93586926,      0.1017700441,      0.1756901772,       4.064512696,        3.03922152
          0,           0,         129,      -3.451192762,      -5.444929464,      -4.551210776,      -4.076987283,      -3.936233186,      0.1074667322,      0.1766026073,       4.066014544,       3.035924026
          0,           0,         130,      -3.452168013,      -5.447125783,      -4.547269347,      -4.074581078,      -3.937294769,      0.1115956901,      0.1776509359,       4.065989832,       3.033886658
          0,           0,         131,      -3.452494455,      -5.447084442,      -4.541555411,      -4.072551968,      -3.937800035,      0.1182143745,      0.1775610956,        4.06694126,       3.031761883
          0,           0,         132,      -3.455855783,      -5.450142509,      -4.540287866,      -4.069882458,      -3.940177362,       0.116019286,      0.1756838072,       4.064652437,       3.030986753
          0,           0,         133,      -3.459619733,      -5.450945809,      -4.542676444,      -4.067788092,      -3.943281119,      0.1081595383,      0.1744132349,       4.061373649,       3.028112254
          0,           0,         134,      -3.462367907,      -5.447274539,      -4.534849469,      -4.066483997,      -3.946649916,      0.1024459615,      0.1743360822,       4.059016369,       3.024418112
          0,           0,         135,      -3.464824159,       -5.44207587,      -4.521126415,      -4.066657039,      -3.951121945,     0.09922664867,       0.173914745,        4.05663126,       3.021471119
          0,           0,         136,      -3.465946892,      -5.439091578,      -4.511911007,      -4.069440612,      -3.954828687,      0.1056557976,      0.1702300756,       4.054248349,       3.019571714
          0,           0,         137,      -3.462280622,      -5.436697166,       -4.50313028,      -4.074400829,      -3.953706881,      0.1151067136,      0.1724118321,       4.057788367,       3.020343267
          0,           0,         138,      -3.461753061,      -5.439405229,      -4.499638819,      -4.077767448,      -3.953437175,      0.1193280411,      0.1726195018,       4.058646026,       3.024205733
          0,           0,         139,      -3.462914553,       -5.44330745,      -4.503642807,      -4.079242163,      -3.953203011,      0.1183444714,      0.1719348623,       4.058150061,       3.025842792
          0,           0,         140,      -3.464095947,      -5.445126746,      -4.502048219,      -4.078843679,      -3.952444165,       0.116320032,      0.1725820117,       4.058632709,       3.028077574
          0,           0,         141,      -3.466651809,      -5.445663626,      -4.499514807,      -4.077018183,      -3.953066228,      0.1145589149,      0.1724105632,        4.05785355,       3.028977013
          0,           0,         142,      -3.468614534,      -5.445906392,       -4.49695519,      -4.074307274,      -3.953228796,      0.1178207066,      0.1712172722,       4.057578219,       3.028405693
          0,           0,         143,      -3.472733204,      -5.444501804,      -4.492288052,      -4.071808608,      -3.956348386,      0.1164375528,      0.1697718244,       4.054958584,       3.024939632
          0,           0,         144,      -3.477153438,      -5.440298397,      -4.482259686,      -4.070370115,      -3.961179125,      0.1129608706,      0.1674200006,       4.051561516,       3.021090914
          0,           0,         145,      -3.484027867,      -5.442435154,      -4.480899899,       -4.07122003,      -3.968474017,      0.1073632475,       0.162548426,       4.043925838,       3.017423752
          0,           0,         146,      -3.487655715,      -5.443576386,      -4.480448171,      -4.076662285,      -3.974211519,        0.10606389,      0.1604335606,       4.038531707,       3.011832949
          0,           0,         147,      -3.486803998,      -5.442488094,      -4.477414508,      -4.082424794,      -3.975852937,      0.1106818883,      0.1611212537,        4.03838017,       3.008818288
          0,           0,         148,      -3.484052491,      -5.439226928,      -4.478339436,      -4.087969302,      -3.975196187,      0.1203633432,        0.16115705,       4.040071689,       3.005757917
          0,           0,         149,      -3.482756384,      -5.436519551,      -4.472941213,      -4.093252109,      -3.975603897,      0.1262875133,      0.1600817449,        4.04110183,       3.005442166
          0,           0,         150,      -3.482599918,      -5.437184888,      -4.467395649,       -4.09831151,      -3.976523424,      0.1303896995,      0.1593998981,       4.042364691,       3.008047324
          0,           0,         151,      -3.486651131,      -5.443553171,      -4.471712514,      -4.102156721,      -3.979560634,      0.1280801687,       0.158385591,       4.039008684,       3.010328978
          0,           0,         152,      -3.491122492,      -5.445402737,      -4.481624512,      -4.104958069,      -3.982117711,      0.1244430264,      0.1556664523,       4.035008508,       3.005353075
          0,           0,         153,      -3.495929877,      -5.444654428,      -4.484624607,      -4.106244457,      -3.984394338,       0.118715256,      0.1520378417,       4.030486832,       2.999261616
          0,           0,         154,      -3.498837521,      -5.439672053,      -4.476941262,      -4.106709377,      -3.986160584,      0.1164866163,      0.1492990918,       4.028328244,       2.994317986
          0,           0,         155,       -3.50322646,      -5.437946475,      -4.465413578,      -4.108312599,      -3.990415098,      0.1135747771,      0.1470347561,       4.024741608,       2.990743306
          0,           0,         156,      -3.505459822,      -5.439029014,       -4.45358175,      -4.111993724,      -3.994160745,      0.1140926296,      0.1458402326,       4.023282903,       2.989450957
