"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,    "rms[RhoE]"   ,     "rms[nu]"    ,"Linear_Solver_Iterations",    "LinSolRes"   ,     "Avg CFL"    ,       "CD"       ,       "CL"       
        3699,     0.00624710507,       -4.23794497,      -3.779430216,      -13.66141259,                         5,     -0.2625675714,                 5,     0.07115267093,      0.2976661595
        3700,     0.00624711566,      -4.237945146,      -3.779430423,      -13.66138547,                         5,     -0.2625675705,                 5,     0.07115267097,      0.2976661604
        3701,    0.006247123344,      -4.237945133,      -3.779430406,      -13.66147187,                         5,     -0.2625675699,                 5,     0.07115267061,      0.2976661574
        3702,    0.006247125235,      -4.237945045,      -3.779430297,      -13.66147478,                         5,     -0.2625675704,                 5,     0.07115267078,      0.2976661581
        3703,    0.006247114367,      -4.237945097,      -3.779430363,        -13.661389,                         5,     -0.2625675707,                 5,     0.07115267051,      0.2976661577
        3704,    0.006247112719,      -4.237945057,      -3.779430321,      -13.66141567,                         5,     -0.2625675708,                 5,     0.07115267051,      0.2976661573
        3705,    0.006247105242,      -4.237945053,      -3.779430315,      -13.66139697,                         5,      -0.262567571,                 5,     0.07115267062,      0.2976661581
        3706,    0.006247105145,      -4.237945079,      -3.779430346,      -13.66142449,                         5,     -0.2625675708,                 5,     0.07115267085,      0.2976661593
        3707,    0.006247100544,       -4.23794511,      -3.779430377,       -13.6614428,                         5,     -0.2625675702,                 5,     0.07115267052,      0.2976661572
        3708,    0.006247094367,      -4.237945043,      -3.779430301,      -13.66141128,                         5,     -0.2625675708,                 5,     0.07115267048,      0.2976661572
        3709,    0.006247095577,      -4.237945051,      -3.779430313,      -13.66136311,                         5,      -0.262567571,                 5,     0.07115267047,      0.2976661575
        3710,     0.00624709258,      -4.237945057,      -3.779430324,      -13.66135612,                         5,     -0.2625675711,                 5,     0.07115267054,      0.2976661582
        3711,    0.006247082579,      -4.237945068,      -3.779430336,      -13.66144571,                         5,     -0.2625675708,                 5,     0.07115267085,      0.2976661591
        3712,    0.006247079097,        -4.2379451,      -3.779430363,       -13.6614131,                         5,     -0.2625675701,                 5,     0.07115266984,      0.2976661533
        3713,    0.006247067809,      -4.237944922,      -3.779430164,      -13.66136484,                         5,     -0.2625675722,                 5,     0.07115267124,      0.2976661618
        3714,    0.006247067257,      -4.237945214,      -3.779430503,      -13.66139409,                         5,     -0.2625675698,                 5,     0.07115266991,      0.2976661543
        3715,    0.006247058396,      -4.237944921,      -3.779430161,      -13.66142977,                         5,     -0.2625675716,                 5,     0.07115267111,      0.2976661604
        3716,    0.006247068076,      -4.237945179,       -3.77943046,      -13.66139108,                         5,     -0.2625675702,                 5,     0.07115267029,      0.2976661565
        3717,    0.006247064917,      -4.237945001,      -3.779430255,      -13.66143041,                         5,      -0.262567571,                 5,     0.07115267072,      0.2976661584
        3718,    0.006247058722,      -4.237945094,      -3.779430361,       -13.6614495,                         5,     -0.2625675706,                 5,     0.07115267113,      0.2976661605
        3719,     0.00624705189,      -4.237945155,      -3.779430427,      -13.66145913,                         5,     -0.2625675698,                 5,     0.07115267062,      0.2976661576
        3720,     0.00624705071,      -4.237945051,      -3.779430307,      -13.66144084,                         5,     -0.2625675705,                 5,      0.0711526706,      0.2976661576
        3721,    0.006247045232,      -4.237945069,      -3.779430332,      -13.66139319,                         5,     -0.2625675708,                 5,     0.07115267068,      0.2976661585
        3722,    0.006247045192,       -4.23794509,      -3.779430359,       -13.6614221,                         5,     -0.2625675707,                 5,     0.07115267101,      0.2976661602
        3723,    0.006247028638,      -4.237945134,      -3.779430404,      -13.66143521,                         5,     -0.2625675698,                 5,        0.07115267,      0.2976661541
        3724,    0.006247027258,      -4.237944944,      -3.779430187,      -13.66138698,                         5,     -0.2625675718,                 5,     0.07115267156,      0.2976661634
        3725,    0.006247019747,      -4.237945266,       -3.77943056,      -13.66142466,                         5,     -0.2625675693,                 5,     0.07115267002,      0.2976661546
        3726,    0.006247013365,      -4.237944927,      -3.779430166,      -13.66141346,                         5,     -0.2625675714,                 5,     0.07115267057,      0.2976661574
        3727,    0.006247004907,      -4.237945081,      -3.779430349,       -13.6613629,                         5,     -0.2625675711,                 5,     0.07115267058,      0.2976661583
        3728,    0.006246997929,      -4.237945074,      -3.779430342,      -13.66143365,                         5,     -0.2625675708,                 5,     0.07115267104,      0.2976661602
        3729,    0.006246995379,       -4.23794514,       -3.77943041,      -13.66142389,                         5,     -0.2625675698,                 5,      0.0711526701,      0.2976661549
        3730,    0.006246995537,      -4.237944965,      -3.779430212,      -13.66140366,                         5,     -0.2625675716,                 5,     0.07115267105,      0.2976661604
        3731,    0.006246988663,      -4.237945168,      -3.779430449,      -13.66140717,                         5,     -0.2625675702,                 5,     0.07115267005,      0.2976661549
        3732,     0.00624698342,      -4.237944952,      -3.779430198,      -13.66135728,                         5,     -0.2625675715,                 5,     0.07115267064,      0.2976661583
